StarColor_blue,StarColor_green,StarColor_orange,StarColor_red,StarColor_white,StarColor_yellow,StarSize_dwarf,StarSize_giant,StarSize_super giant,DistFromStar,PlanetNumber,isMoon,ThermalMean,class
0,0,0,1,0,0,1,0,0,1216,1,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1216,1,1.0,1.0,1.0
0,0,0,1,0,0,1,0,0,1216,1,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1216,1,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2325,2,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2325,2,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2325,2,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2325,2,1.0,1.0,0.0
1,0,0,0,0,0,1,0,0,3174,1,0.0,1.0,0.0
1,0,0,0,0,0,1,0,0,7366,2,0.0,1.0,0.0
0,0,0,0,1,0,1,0,0,7239,1,0.0,1.0,1.0
0,0,0,0,1,0,1,0,0,7239,1,1.0,1.0,1.0
0,0,1,0,0,0,0,1,0,854,1,0.0,3.5,0.0
0,0,1,0,0,0,0,1,0,2019,2,0.0,3.5,1.0
0,0,1,0,0,0,0,1,0,3246,3,0.0,3.5,0.0
0,0,1,0,0,0,0,1,0,3246,3,1.0,3.5,0.0
0,0,1,0,0,0,0,1,0,3246,3,1.0,3.5,1.0
0,0,1,0,0,0,0,1,0,4292,4,0.0,3.5,0.0
0,0,1,0,0,0,0,1,0,4292,4,1.0,3.5,0.0
0,0,1,0,0,0,0,1,0,4840,5,0.0,3.5,0.0
0,0,1,0,0,0,0,1,0,4840,5,1.0,3.5,0.0
0,0,1,0,0,0,0,1,0,4840,5,1.0,3.5,1.0
0,0,1,0,0,0,0,1,0,7758,6,0.0,3.5,1.0
0,1,0,0,0,0,1,0,0,4907,1,0.0,1.0,1.0
1,0,0,0,0,0,1,0,0,463,1,0.0,1.5555555555555556,1.0
1,0,0,0,0,0,1,0,0,1047,2,0.0,1.5555555555555556,0.0
1,0,0,0,0,0,1,0,0,1611,3,0.0,1.5555555555555556,1.0
1,0,0,0,0,0,1,0,0,3156,4,0.0,1.5555555555555556,0.0
1,0,0,0,0,0,1,0,0,4106,5,0.0,1.5555555555555556,0.0
1,0,0,0,0,0,1,0,0,5174,6,0.0,1.5555555555555556,0.0
1,0,0,0,0,0,1,0,0,5174,6,1.0,1.5555555555555556,0.0
1,0,0,0,0,0,1,0,0,6325,7,0.0,1.5555555555555556,1.0
1,0,0,0,0,0,1,0,0,7021,8,0.0,1.5555555555555556,0.0
1,0,0,0,0,0,1,0,0,7812,9,0.0,1.5555555555555556,0.0
0,1,0,0,0,0,1,0,0,1967,1,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,1967,1,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,1967,1,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,1967,1,1.0,1.0,1.0
0,1,0,0,0,0,1,0,0,2582,2,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,5439,3,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,5439,3,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,5439,3,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,5439,3,1.0,1.0,1.0
0,1,0,0,0,0,1,0,0,5439,3,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,6115,4,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,7028,5,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,7735,6,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,256,1,0.0,1.0,1.0
0,0,1,0,0,0,1,0,0,1666,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,2437,3,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3343,4,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3343,4,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,4498,5,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5571,6,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6867,7,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7420,8,0.0,1.0,0.0
0,0,0,0,0,1,0,0,1,1566,1,0.0,8.0,0.0
0,0,0,0,0,1,0,0,1,3404,2,0.0,8.0,1.0
0,0,0,0,0,1,0,0,1,5949,3,0.0,8.0,1.0
0,0,0,0,0,1,0,0,1,7661,4,0.0,8.0,1.0
1,0,0,0,0,0,1,0,0,5523,1,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,4619,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1023,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2051,2,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2990,3,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4445,4,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4445,4,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4445,4,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4445,4,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4837,5,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4837,5,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5511,6,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5511,6,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5511,6,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,6442,7,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,6442,7,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,6442,7,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,6442,7,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,6442,7,1.0,1.0,1.0
0,0,0,1,0,0,1,0,0,7115,8,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,594,1,0.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,1121,2,0.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,1121,2,1.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,1121,2,1.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,1121,2,1.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,1121,2,1.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,2521,3,0.0,1.1111111111111112,1.0
0,1,0,0,0,0,1,0,0,3061,4,0.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,4086,5,0.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,4086,5,1.0,1.1111111111111112,1.0
0,1,0,0,0,0,1,0,0,5115,6,0.0,1.1111111111111112,1.0
0,1,0,0,0,0,1,0,0,5766,7,0.0,1.1111111111111112,1.0
0,1,0,0,0,0,1,0,0,6944,8,0.0,1.1111111111111112,0.0
0,1,0,0,0,0,1,0,0,7446,9,0.0,1.1111111111111112,1.0
0,0,0,1,0,0,0,0,1,1185,1,0.0,7.0,1.0
0,0,0,1,0,0,0,0,1,2234,2,0.0,7.0,0.0
0,0,0,1,0,0,0,0,1,2234,2,1.0,7.0,0.0
0,0,0,1,0,0,0,0,1,2234,2,1.0,7.0,1.0
0,0,0,1,0,0,0,0,1,2692,3,0.0,7.0,1.0
0,0,0,1,0,0,0,0,1,3722,4,0.0,7.0,0.0
0,0,0,1,0,0,0,0,1,4766,5,0.0,7.0,1.0
0,0,0,1,0,0,0,0,1,5744,6,0.0,7.0,1.0
0,0,0,1,0,0,0,0,1,6112,7,0.0,7.0,0.0
0,0,0,1,0,0,0,0,1,6112,7,1.0,7.0,0.0
0,0,0,1,0,0,0,0,1,6112,7,1.0,7.0,0.0
0,0,0,1,0,0,0,0,1,6934,8,0.0,7.0,1.0
0,0,0,1,0,0,0,0,1,7576,9,0.0,7.0,0.0
0,0,0,1,0,0,1,0,0,954,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1723,2,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1723,2,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1723,2,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1723,2,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1723,2,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2420,3,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2420,3,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2420,3,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2420,3,1.0,1.0,1.0
0,0,0,1,0,0,1,0,0,3000,4,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5827,5,0.0,1.0,1.0
1,0,0,0,0,0,1,0,0,1557,1,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,1557,1,1.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,1557,1,1.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,2072,2,0.0,1.1666666666666667,1.0
1,0,0,0,0,0,1,0,0,3370,3,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,5118,4,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,5889,5,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,6435,6,0.0,1.1666666666666667,0.0
0,1,0,0,0,0,1,0,0,740,1,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,1433,2,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,2347,3,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,3427,4,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,4023,5,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,4704,6,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,3068,1,0.0,1.0,1.0
0,1,0,0,0,0,1,0,0,3068,1,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,5626,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,784,1,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,2789,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3942,3,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3942,3,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3942,3,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3942,3,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5194,4,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6163,5,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6534,1,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7507,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,1428,1,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3215,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,4200,3,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5036,4,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5804,5,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5804,5,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5804,5,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7491,6,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7491,6,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,1090,1,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2149,2,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2149,2,1.0,1.0,1.0
0,0,0,0,0,1,1,0,0,2867,3,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,3619,4,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,4365,5,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,4961,6,0.0,1.0,1.0
0,0,0,0,0,1,1,0,0,5613,7,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,5613,7,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,5613,7,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,7425,8,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1823,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4891,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,1588,1,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5130,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5130,2,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5130,2,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7768,3,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,2566,1,0.0,1.0,0.0
1,0,0,0,0,0,1,0,0,5653,1,0.0,1.0,0.0
1,0,0,0,0,0,1,0,0,7320,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,832,1,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,832,1,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,1610,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,1610,2,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,1610,2,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,4587,3,0.0,1.0,0.0
1,0,0,0,0,0,1,0,0,5983,1,0.0,1.0,0.0
0,0,0,0,1,0,0,1,0,2612,1,0.0,8.0,1.0
0,0,1,0,0,0,1,0,0,1068,1,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,2062,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,2960,3,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,4002,4,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,4893,5,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6226,6,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7283,7,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7283,7,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7283,7,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7283,7,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7903,8,0.0,1.0,1.0
0,1,0,0,0,0,1,0,0,3332,1,0.0,1.0,1.0
0,0,0,1,0,0,1,0,0,626,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,1740,2,0.0,1.0,1.0
0,0,0,1,0,0,1,0,0,3045,3,0.0,1.0,1.0
0,0,0,1,0,0,1,0,0,3791,4,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4708,5,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4708,5,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4708,5,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4708,5,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4708,5,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5299,6,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5299,6,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5299,6,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,6049,7,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,7933,8,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,7933,8,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,7933,8,1.0,1.0,0.0
1,0,0,0,0,0,1,0,0,720,1,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,2117,2,0.0,1.1666666666666667,1.0
1,0,0,0,0,0,1,0,0,2117,2,1.0,1.1666666666666667,1.0
1,0,0,0,0,0,1,0,0,2117,2,1.0,1.1666666666666667,1.0
1,0,0,0,0,0,1,0,0,2613,3,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,3859,4,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,3859,4,1.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,3859,4,1.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,3859,4,1.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,4747,5,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,5407,6,0.0,1.1666666666666667,0.0
1,0,0,0,0,0,1,0,0,5407,6,1.0,1.1666666666666667,1.0
1,0,0,0,0,0,1,0,0,5407,6,1.0,1.1666666666666667,1.0
0,1,0,0,0,0,1,0,0,284,1,0.0,6.0,0.0
0,1,0,0,0,0,1,0,0,6118,1,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,2648,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,293,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,6815,2,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,291,1,0.0,2.0,1.0
0,1,0,0,0,0,1,0,0,758,2,0.0,2.0,0.0
0,1,0,0,0,0,1,0,0,758,2,1.0,2.0,0.0
0,1,0,0,0,0,1,0,0,758,2,1.0,2.0,0.0
0,1,0,0,0,0,1,0,0,1799,3,0.0,2.0,0.0
0,1,0,0,0,0,1,0,0,3195,4,0.0,2.0,0.0
0,1,0,0,0,0,1,0,0,4099,5,0.0,2.0,1.0
0,1,0,0,0,0,1,0,0,5830,6,0.0,2.0,0.0
0,1,0,0,0,0,1,0,0,5830,6,1.0,2.0,0.0
0,1,0,0,0,0,1,0,0,6540,7,0.0,2.0,0.0
0,1,0,0,0,0,1,0,0,6540,7,1.0,2.0,0.0
0,0,0,0,0,1,1,0,0,5863,1,0.0,1.0,1.0
0,0,0,0,0,1,1,0,0,7545,2,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,7545,2,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,7545,2,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,5277,1,0.0,1.0,0.0
0,0,0,1,0,0,0,1,0,3472,1,0.0,1.0,0.0
0,0,0,1,0,0,0,1,0,4972,2,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,683,1,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2079,2,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2079,2,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2079,2,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2079,2,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,5098,3,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,6527,4,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,6527,4,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,6527,4,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,6527,4,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,215,1,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,215,1,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,1376,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,2981,3,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3774,4,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,4245,5,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5067,6,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,5680,7,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6713,8,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6713,8,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6713,8,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6713,8,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,6713,8,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7684,9,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7684,9,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7684,9,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,7684,9,1.0,1.0,0.0
0,0,1,0,0,0,1,0,0,2161,1,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,2616,2,0.0,1.0,0.0
0,0,1,0,0,0,1,0,0,3649,3,0.0,1.0,0.0
1,0,0,0,0,0,0,1,0,944,1,0.0,7.75,0.0
1,0,0,0,0,0,0,1,0,944,1,1.0,7.75,0.0
1,0,0,0,0,0,0,1,0,944,1,1.0,7.75,1.0
1,0,0,0,0,0,0,1,0,1621,2,0.0,7.75,0.0
1,0,0,0,0,0,0,1,0,2270,3,0.0,7.75,1.0
1,0,0,0,0,0,0,1,0,3191,4,0.0,7.75,0.0
1,0,0,0,0,0,0,1,0,3750,5,0.0,7.75,1.0
1,0,0,0,0,0,0,1,0,4541,6,0.0,7.75,1.0
1,0,0,0,0,0,0,1,0,6184,7,0.0,7.75,1.0
1,0,0,0,0,0,0,1,0,6184,7,1.0,7.75,0.0
1,0,0,0,0,0,0,1,0,7193,8,0.0,7.75,1.0
0,0,0,1,0,0,1,0,0,847,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,847,1,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,847,1,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4020,2,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5040,3,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5791,4,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5791,4,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5791,4,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5791,4,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,5791,4,1.0,1.0,0.0
0,0,0,1,0,0,1,0,0,7298,5,0.0,1.0,0.0
1,0,0,0,0,0,1,0,0,4800,1,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,582,1,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,5514,2,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,6256,3,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,1092,1,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2982,1,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2982,1,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2982,1,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,7665,2,0.0,1.0,1.0
0,1,0,0,0,0,1,0,0,864,1,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,1653,2,0.0,1.0,1.0
0,1,0,0,0,0,1,0,0,2309,3,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,2309,3,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,2309,3,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,2309,3,1.0,1.0,1.0
0,1,0,0,0,0,1,0,0,3128,4,0.0,1.0,1.0
0,1,0,0,0,0,1,0,0,3806,5,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,4204,6,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,5859,7,0.0,1.0,1.0
0,1,0,0,0,0,1,0,0,6595,8,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,7865,9,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,7865,9,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,7865,9,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,7865,9,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,7865,9,1.0,1.0,0.0
0,0,0,0,1,0,1,0,0,2434,1,0.0,1.0,0.0
0,0,0,0,1,0,1,0,0,2434,1,1.0,1.0,0.0
0,0,0,0,1,0,1,0,0,2434,1,1.0,1.0,1.0
0,0,0,0,1,0,1,0,0,2434,1,1.0,1.0,1.0
0,0,0,0,1,0,1,0,0,2434,1,1.0,1.0,0.0
1,0,0,0,0,0,1,0,0,1092,1,0.0,1.0,1.0
1,0,0,0,0,0,1,0,0,6114,2,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,3367,1,0.0,1.0,0.0
0,0,0,1,0,0,1,0,0,4466,2,0.0,1.0,0.0
0,0,0,0,1,0,1,0,0,523,1,0.0,1.6666666666666667,0.0
0,0,0,0,1,0,1,0,0,994,2,0.0,1.6666666666666667,0.0
0,0,0,0,1,0,1,0,0,2458,3,0.0,1.6666666666666667,1.0
0,0,0,0,1,0,1,0,0,3842,4,0.0,1.6666666666666667,0.0
0,0,0,0,1,0,1,0,0,3842,4,1.0,1.6666666666666667,1.0
0,0,0,0,1,0,1,0,0,4940,5,0.0,1.6666666666666667,1.0
0,0,0,0,1,0,1,0,0,5702,6,0.0,1.6666666666666667,0.0
0,0,0,0,1,0,1,0,0,6132,7,0.0,1.6666666666666667,1.0
0,0,0,0,1,0,1,0,0,6132,7,1.0,1.6666666666666667,1.0
0,0,0,0,1,0,1,0,0,6132,7,1.0,1.6666666666666667,0.0
0,0,0,0,1,0,1,0,0,6795,8,0.0,1.6666666666666667,1.0
0,0,0,0,1,0,1,0,0,6795,8,1.0,1.6666666666666667,1.0
0,0,0,0,1,0,1,0,0,6795,8,1.0,1.6666666666666667,0.0
0,0,0,0,1,0,1,0,0,7553,9,0.0,1.6666666666666667,0.0
0,0,0,0,1,0,1,0,0,7553,9,1.0,1.6666666666666667,0.0
0,0,0,0,1,0,1,0,0,7553,9,1.0,1.6666666666666667,1.0
0,0,0,0,0,1,1,0,0,2146,1,0.0,1.0,1.0
0,0,0,0,0,1,1,0,0,2633,2,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,6556,3,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,7095,4,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,7095,4,1.0,1.0,0.0
0,0,0,0,0,1,1,0,0,7095,4,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,1309,1,0.0,1.0,1.0
0,1,0,0,0,0,1,0,0,2965,2,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,4384,3,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,4384,3,1.0,1.0,1.0
0,1,0,0,0,0,1,0,0,4384,3,1.0,1.0,0.0
0,1,0,0,0,0,1,0,0,4963,4,0.0,1.0,0.0
0,1,0,0,0,0,1,0,0,6598,5,0.0,1.0,1.0
1,0,0,0,0,0,1,0,0,3381,1,0.0,1.0,0.0
1,0,0,0,0,0,1,0,0,3381,1,1.0,1.0,0.0
1,0,0,0,0,0,1,0,0,3381,1,1.0,1.0,1.0
1,0,0,0,0,0,1,0,0,3381,1,1.0,1.0,1.0
1,0,0,0,0,0,1,0,0,3381,1,1.0,1.0,0.0
1,0,0,0,0,0,1,0,0,4260,2,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,588,1,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,1281,2,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,2690,3,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,4362,4,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,6393,5,0.0,1.0,0.0
0,0,0,0,0,1,1,0,0,7332,6,0.0,1.0,0.0
0,0,0,0,1,0,1,0,0,944,1,0.0,1.4285714285714286,0.0
0,0,0,0,1,0,1,0,0,944,1,1.0,1.4285714285714286,1.0
0,0,0,0,1,0,1,0,0,944,1,1.0,1.4285714285714286,1.0
0,0,0,0,1,0,1,0,0,944,1,1.0,1.4285714285714286,1.0
0,0,0,0,1,0,1,0,0,944,1,1.0,1.4285714285714286,0.0
0,0,0,0,1,0,1,0,0,2043,2,0.0,1.4285714285714286,0.0
0,0,0,0,1,0,1,0,0,2043,2,1.0,1.4285714285714286,1.0
0,0,0,0,1,0,1,0,0,3227,3,0.0,1.4285714285714286,0.0
0,0,0,0,1,0,1,0,0,3227,3,1.0,1.4285714285714286,0.0
0,0,0,0,1,0,1,0,0,3227,3,1.0,1.4285714285714286,0.0
0,0,0,0,1,0,1,0,0,4010,4,0.0,1.4285714285714286,0.0
0,0,0,0,1,0,1,0,0,4010,4,1.0,1.4285714285714286,1.0
